Lake,Rainfall_avg,MeanT_avg,AirPressure_avg,AverageWind_W,AverageWind_A,compound_W,WindSpeed_Avg,Lat,Lon,PW,SDD_Mean,SDD_SD,Chlorophyll,NDVI,Depth,PD,PWLG,DepthLG,PDLG,DepthLG10,Count_W,Dur_W,Mean_W,Return_W,LHW_W,RLHW_W,Count_A,Dur_A,Mean_A,Return_A,LHW_A,RLHW_A,Count_D,Dur_D,Mean_D,Return_D,LHW_D,RLHW_D
AS_1330,6.657445971,17.80085465,1013.024743,0.058731318,-0.055611636,-0.077551224,0.714157036,-3.884844286,136.3119777,131.1994136,0.0916667,0.129668,8.373143566,0.648893394,15.150391,8.659803803,2.121229529,1.208183041,1.755718676,1.180423841,4.652173913,21.91304348,1.104202886,114.8774531,8.498291061,1.679840293,2.956521739,12.47826087,0.615335987,94.27586996,5.581971826,1.042401841,1.695652174,9.43478261,0.488866899,20.60158314,2.916319235,0.637438452
NA_1276,0.679857374,-12.29533971,1014.383091,-0.273624127,-0.545889151,-0.193504474,4.945440563,64.58835813,-96.01559869,131.5898604,4.9890099,3.0353301,40.88511789,0.119942549,2.0605469,63.86161868,2.122510313,0.485799039,4.369111799,0.313982504,5.608695652,31.30434783,2.316557318,82.78945825,12.97821376,5.606136484,4.217391304,18.91304348,8.277024599,107.1220522,15.10416219,8.403997696,1.391304348,12.39130435,-5.960467281,-24.33259395,-2.12594843,-2.797861212
EU_1277,2.051362254,7.688580529,1014.119748,-0.379350163,-0.069084101,-0.377186066,3.951256913,57.22595653,33.02015836,131.7655046,3.99933,1.68191,22.95886625,0.468536454,4.7841797,27.5419221,2.12308525,0.762241777,2.785317356,0.679807484,5,32.2173913,3.885740051,106.5961008,15.5405607,7.364655593,4.304347826,22.7826087,7.359569247,116.6363683,15.30588051,6.417825757,0.695652174,9.4347826,-3.473829196,-10.0402675,0.23468019,0.946829836
AS_1275,1.22526848,-8.087578746,1016.288983,0.010209323,-0.063061047,0.038019404,1.799623378,67.12525,92.922125,132.1532201,6.4709501,1.83146,13.47654823,0.241323088,210,0.629301048,2.124351674,2.324282455,0.913981719,2.322219295,4.304347826,30.65217391,3.162631854,101.0781056,12.05133389,5.136362035,4.565217391,26.17391304,10.82612276,101.532971,17.99096352,9.107081227,-0.260869565,4.47826087,-7.663490906,-0.4548654,-5.93962963,-3.970719192
NA_1367,1.324508535,-1.485172479,1008.008761,0.181045768,1.215690985,0.358202095,4.692109027,60.80337268,-162.6255788,132.6296394,0.803079,0.344428,34.04737073,0.087692711,15.745117,8.423541051,2.125902796,1.223888186,1.737007367,1.197145892,5.347826087,31,3.450571958,103.3547869,15.69811119,10.03308781,4.565217391,19.82608696,7.906092455,135.9826077,15.49438998,9.587924839,0.782608696,11.17391304,-4.455520497,-32.6278208,0.20372121,0.445162971
NA_1293,3.737235103,13.10303083,1016.349875,0.088677958,0.992060111,0.341899961,2.786511122,35.36115149,-94.9035465,133.3696872,0.465682,0.906746,13.1,0.555547053,3,44.4565624,2.128301306,0.602059991,3.535031952,0.477121255,5.47826087,29.95652174,2.951081139,81.32933178,15.01811327,4.057548014,3.52173913,15,7.264858918,161.3055424,11.44725418,3.12496245,1.95652174,14.95652174,-4.313777779,-79.97621062,3.57085909,0.932585564
OC_1204,1.563956672,6.806171403,0,-0.582086837,-0.280648388,-0.558087026,3.257953104,-41.88418003,146.742543,133.9608094,4.2641401,0.550047,0.585173755,0.501811661,0.99999994,133.9608174,2.130207674,0.301029983,7.076397027,-2.61E-08,5.782608696,27.47826087,2.219695833,68.60985162,13.32467557,4.485646115,3.173913043,12.56521739,5.352639809,158.3224638,9.681122629,3.195348274,2.608695653,14.91304348,-3.132943976,-89.71261218,3.643552941,1.290297841
AS_622,0.607270881,6.510423724,871.2138933,-0.376176933,-0.324148727,-0.36433862,2.655833572,40.977125,108.8938125,134.655109,0.544557,0.871445,51.21095276,0.218979232,0.99999994,134.6551171,2.132436155,0.301029983,7.083799879,-2.61E-08,5.47826087,30.69565217,3.835534342,74.17029613,16.26639677,7.008130145,4.47826087,20.73913043,6.161438693,92.14482402,14.66451334,6.110785705,1,9.95652174,-2.325904351,-17.97452789,1.60188343,0.89734444
NA_1278,1.377478788,-1.869344611,1015.801524,-0.180434503,0.252043699,-0.156987954,3.211048674,55.2405,-105.4656875,137.0097983,3.9672,4.4065099,43.4948613,0.389211312,13,10.53921525,2.139909921,1.146128036,1.867077547,1.113943352,6.565217391,33.69565217,3.617114895,55.85241389,18.34656434,8.819668328,3.608695652,14.47826087,8.875590528,118.342029,12.56015799,8.291654118,2.956521739,19.2173913,-5.258475633,-62.48961511,5.78640635,0.52801421
AS_1182,0.397727771,-11.97725308,1017.059957,-0.405214487,0.288006914,-0.518297774,4.609902587,71.0053074,147.2117229,138.8800535,1.14768,0.584742,15.57204831,0.042000365,1.9853516,69.95237191,2.14575579,0.474995488,4.517423525,0.29783743,6.043478261,37.17391304,2.39626939,71.00582075,15.0401658,5.13991254,4.173913043,19.73913043,9.679770662,106.4097654,15.41332415,6.850957432,1.869565218,17.43478261,-7.283501272,-35.40394465,-0.37315835,-1.711044892
AS_1261,15.25410608,26.50155644,1009.590763,-0.256418452,-0.400604973,-0.275920879,2.313228191,9.45353317,125.5221878,139.2086377,10.4678001,1.19677,0.562382567,0.633053711,378.6377,0.367656569,2.14677477,2.579369334,0.832286692,2.578223853,6,26.86956522,1.262158552,68.65949063,10.98666444,1.641996402,3.347826087,14.7826087,1.107505616,190.591553,6.194172244,0.852496884,2.652173913,12.08695652,0.154652936,-121.9320624,4.792492196,0.789499518
AS_1176,1.764911713,19.45801972,1015.980532,-0.767960785,-0.044831388,-0.521874681,3.997673424,40.18836987,27.96644503,140.015045,0.0469697,0.265701,21.63054598,0.447019772,18.535156,7.554025712,2.14926545,1.290816884,1.665042871,1.267996246,5.739130435,30.08695652,3.009892669,69.5854649,15.62167647,3.429851799,4.956521739,20.95652174,6.732960049,92.12154934,16.48270088,4.065630951,0.782608696,9.13043478,-3.72306738,-22.53608444,-0.86102441,-0.635779152
AS_1207,4.173734674,26.72395114,1009.884133,-0.281978313,-0.147609137,-0.144426662,2.071730342,9.02075,98.751375,141.4952797,1.4333301,0.948896,0.603793159,0.593007367,7.0214844,20.1517616,2.153800478,0.904254743,2.381851458,0.846428935,5.782608696,27.73913043,1.149621454,79.25797774,10.92441135,1.734265884,3.347826087,16.34782609,2.224490439,107.0413095,8.228382081,1.400706245,2.434782609,11.39130434,-1.074868985,-27.78333176,2.696029269,0.333559639
AS_1155,0.644064945,8.392927256,1016.101677,-0.167063592,-0.496760395,-0.429421187,2.865950501,37.13651068,96.93342504,142.1219786,0.693613,0.458497,2.753804943,0.085546574,18.335938,7.751006717,2.155706332,1.286365245,1.675812014,1.263303132,6.043478261,26.56521739,3.708987538,80.64364766,16.40802515,6.692743724,3.652173913,15.52173913,5.355442047,120.1431818,11.44042484,4.445319311,2.391304348,11.04347826,-1.646454509,-39.49953414,4.96760031,2.247424413
NA_1241,0.903835877,-0.082457959,1015.71148,-0.117554883,0.157630949,0.017226849,3.231982417,49.542875,-92.593625,142.8888939,3.60639,2.0371101,5.698107492,0.499152281,5,28.57777878,2.158027274,0.77815125,2.773274827,0.698970004,5.826086957,30.69565217,3.288658603,69.12091097,16.16698904,7.860430188,3.826086957,16.30434783,9.623961032,114.4285714,13.78784832,7.787685856,2,14.39130434,-6.335302429,-45.30766043,2.37914072,0.072744332
OC_1245,1.582813951,14.05085047,1016.091072,0.006958327,0.198272023,-0.233048201,3.007008383,-38.08996504,147.3171625,144.8510074,1.86593,0.385983,3.31901208,0.470645154,7.6054688,19.04563824,2.163909433,0.934774534,2.314899854,0.881125989,5.782608696,24.91304348,2.592296585,66.03798186,14.11645272,3.415133028,2.347826087,8.260869565,4.444450801,167.9420635,6.696161367,1.580041856,3.434782609,16.65217392,-1.852154216,-101.9040816,7.420291353,1.835091172
AF_953,1.062909177,25.78360899,850.9106059,-0.0892217,0.26926781,-0.038763075,3.586738971,-27.570913,25.817671,146.6894048,0.408814,0.156152,0.8,0.327042158,47,3.121051166,2.16934934,1.681241237,1.290326035,1.672097858,5.217391304,31.43478261,2.924343614,136.8573615,15.89572234,3.696520837,4.652173913,22.39130435,5.11636983,99.88101343,15.02676629,3.13789042,0.565217391,9.04347826,-2.192026216,36.97634807,0.86895605,0.558630417
EU_1202,2.659975479,12.57028826,1016.61917,0.039286159,0.02251958,-0.002992289,1.267350691,45.99836777,9.269008787,148.4811336,6.9011798,2.0716,0.682678053,0.64187866,143.39746,1.035451629,2.174586383,2.159559554,1.006958284,2.156541459,5.043478261,29.95652174,2.685122541,99.99291126,13.74501938,3.837724219,5.260869565,25.26086957,5.590854969,104.6218931,17.12358291,5.160226213,-0.217391304,4.69565217,-2.905732428,-4.62898184,-3.37856353,-1.322501994
NA_1195,1.324508535,-1.567287174,1008.008761,-0.05462371,0.992623363,0.010001034,4.663319231,60.997125,-162.4550625,148.5774748,3.7225001,2.0481801,29.63918052,0.122199518,18.128906,8.195611737,2.174866197,1.281690133,1.696873637,1.258371597,5.304347826,30.26086957,3.78778677,103.4439959,15.65353015,9.167985673,4.652173913,20,8.26139454,120.4165788,15.80191538,9.808999965,0.652173913,10.26086957,-4.47360777,-16.9725829,-0.14838523,-0.641014292
NA_1180,1.370339091,-5.77351171,1015.534561,-0.091469432,0.335405372,0.197234888,3.226506622,58.16176615,-104.3803382,148.8699173,3.86569,2.36022,20.89409826,0.22743419,20,7.443495865,2.175714468,1.322219295,1.64550198,1.301029996,6.347826087,34.65217391,3.183878425,62.48274986,17.14451221,7.332769714,3.695652174,15.17391304,10.68637352,100.2070393,13.34207738,7.939882636,2.652173913,19.47826087,-7.502495095,-37.72428944,3.80243483,-0.607112922
AS_957,2.720238567,16.06060318,1013.465848,-0.213126647,-0.215322191,-0.239485254,2.447867993,32.39673821,116.8830613,149.3800691,0.386827,0.25156,4.798177153,0.257290691,6.126953,24.38080872,2.17719028,0.852903895,2.552679491,0.787244549,6.173913043,31,4.028361515,71.44066911,18.00318771,4.917776877,5,21.82608696,5.132978895,88.43948249,15.55226058,4.185166364,1.173913043,9.17391304,-1.10461738,-16.99881338,2.45092713,0.732610513
NA_946,0.577068932,0.231490225,1013.623604,-0.26857218,0.013276697,-0.035718986,4.026487919,50.38598972,-97.64318976,150.4869147,0.0476471,0.390008,30.19357992,0.159088552,5,30.09738294,2.180375121,0.77815125,2.801993982,0.698970004,5.782608696,31.52173913,3.574902354,74.90039683,16.54510921,8.14565214,3.260869565,14.04347826,9.301418158,141.6297101,11.56548657,7.077465771,2.521739131,17.47826087,-5.726515804,-66.72931327,4.97962264,1.068186369
AS_1152,0.606157684,2.328567831,1021.060284,-0.185776127,-0.554032163,-0.011276902,2.541397116,51.19583207,106.3982522,155.8901327,4.1126199,0.847378,31.77968419,0.198425095,14,11.13500948,2.19559563,1.176091259,1.866858217,1.146128036,6,28.95652174,3.242300359,70.31820221,15.8879504,6.220300975,3.739130435,15.13043478,8.214966643,97.13668831,13.13098606,5.645626039,2.260869565,13.82608696,-4.972666284,-26.8184861,2.75696434,0.574674936
NA_834,1.038968075,16.88080352,1014.068224,-0.40155087,1.009032996,-0.098512325,4.062184499,29.475701,-101.1279775,159.5219726,0.402941,0.376407,3.765431751,0.301611074,26,6.135460485,2.205534488,1.431363764,1.540862318,1.414973348,5.304347826,31.91304348,3.304769749,163.6750801,15.91710391,4.679116837,3.913043478,18.08695652,5.199785467,111.3015152,11.97181208,3.078374241,1.391304348,13.82608696,-1.895015718,52.3735649,3.94529183,1.600742596
NA_1095,2.655208951,14.24422356,1017.510469,-0.28780819,0.018982324,-0.129834087,2.725370849,34.07250256,-81.35956231,159.7484883,1.51095,1.46945,12.8943224,0.58763403,30,5.32494961,2.206146897,1.491361694,1.479283601,1.477121255,5.565217391,30.30434783,2.5585279,78.56737405,14.2267657,3.710298578,3.347826087,14.7826087,5.583817959,151.9086168,10.4011159,2.772589126,2.217391304,15.52173913,-3.025290059,-73.34124275,3.8256498,0.937709452
NA_1121,2.715201405,5.674136335,1015.738728,-0.161922058,0.121647915,-0.066098145,2.588282131,43.61429229,-71.34018376,161.5800619,2.8318999,3.63697,1.831167286,0.5398875,26.269531,6.150854459,2.211067285,1.435677669,1.540086144,1.419452319,5.913043478,30,3.155219795,71.76499624,16.05295072,7.616970696,3.695652174,13.52173913,6.978826683,123.9638889,12.12093882,4.426991914,2.217391304,16.47826087,-3.823606888,-52.19889266,3.9320119,3.189978782
NA_920,0.732373122,4.981250542,1016.588918,-0.401617265,0.158285729,-0.177908799,2.341881664,42.92987717,-112.7387334,161.7536946,0.0868421,0.256947,29.20590124,0.332273289,15.650391,10.33544111,2.211530856,1.221424436,1.810616187,1.194525192,5.173913043,26.17391304,3.952668349,109.5512595,15.15530058,7.661619951,2.565217391,10.34782609,6.721531595,189.9265152,8.509074143,3.537282352,2.608695652,15.82608695,-2.768863246,-80.3752557,6.646226437,4.124337599
EU_1080,1.775362623,4.675244151,1010.746042,0.001409974,0.145532596,-0.075545552,3.541418119,63.7494671,30.99101796,163.0528891,10.1810999,3.54111,12.43696128,0.31706386,6.495117,25.1039187,2.214983883,0.874778417,2.532051364,0.812586979,5.695652174,32.95652174,3.193091046,68.62386364,16.32336759,10.06475758,4.695652174,21.60869565,7.481214897,109.2982143,16.38042616,8.900857904,1,11.34782609,-4.288123851,-40.67435066,-0.05705857,1.163899676
AS_1119,3.572696786,15.0659254,1013.906487,0.154297682,0.29655564,0.190479509,2.730491909,36.04216151,140.3730968,164.082152,1.56236,0.454098,2.002553809,0.372257583,3.1972656,51.31952503,2.217700122,0.622966452,3.559902969,0.504778715,6.173913043,28.95652174,2.674876321,70.79595079,15.49173555,3.988938109,3.608695652,13.82608696,4.652758948,147.5041063,10.3448421,2.509305979,2.565217391,15.13043478,-1.977882627,-76.70815551,5.14689345,1.47963213
AS_1063,0.708614332,-0.767176241,1012.530806,-0.23465778,0.66083712,-0.109967703,2.747887236,51.47962951,136.5073797,165.007465,0.531571,0.914403,22.48330683,0.210192383,2,82.5037325,2.220127618,0.477121255,4.653172743,0.301029996,5.043478261,27.73913043,3.049244095,83.51033206,13.44099988,5.439090992,3.782608696,17.13043478,7.179979307,117.478458,13.12496762,6.018868297,1.260869565,10.60869565,-4.130735212,-33.96812594,0.31603226,-0.579777305
SA_1051,2.57893108,25.19539172,1016.028306,-0.192377083,0.941636382,0.015749015,3.584917053,-22.01302938,-41.35465965,165.1814042,0.748742,0.240589,4.529218357,0.581168964,2.9570312,55.86055507,2.220582424,0.597369475,3.717267987,0.470855907,5.869565217,29.43478261,1.861331983,88.94902887,13.01962561,2.320313716,3.913043478,19.95652174,2.495331781,190.9016547,10.46747677,2.072429887,1.956521739,9.47826087,-0.633999798,-101.9526258,2.55214884,0.247883829
AS_921,3.502021295,16.51208648,1006.001606,-0.207117999,-0.334095098,-0.153186765,2.607080895,30.83271362,117.0845934,166.1748377,0.684069,0.322499,8.882318384,0.27767197,3,55.39161257,2.22317091,0.602059991,3.692606953,0.477121255,6.47826087,30,3.787626081,56.93412228,18.18882757,4.713683535,5.304347826,23,4.876798367,87.77832988,16.06929047,4.076083505,1.173913044,7,-1.089172286,-30.8442076,2.1195371,0.63760003
AF_1059,3.438229377,28.65653125,1010.733621,-0.210433287,0.043230909,-0.566020091,2.830028052,6.437497248,2.448571914,166.2863801,0.84235,0.445406,4.753294972,0.395473108,21.638672,7.684685091,2.223460584,1.354850947,1.641110846,1.335230604,5.217391304,20.69565217,2.273090505,84.4444617,11.60893231,1.866989997,2.217391304,8.565217391,0.854429205,233.0414286,3.91052392,0.487247216,3,12.13043478,1.4186613,-148.5969669,7.69840839,1.379742781
NA_1020,3.901868135,5.346954312,1014.66873,-0.740023553,0.446330431,-0.464657993,4.829194637,45.3504145,-66.0453075,167.152361,4.1872001,2.9584401,6.292303816,0.511083074,40.47168,4.130106806,2.22570297,1.617751629,1.375800172,1.607151233,5.869565217,29.30434783,3.106467832,68.25260943,16.27185872,7.932268505,2.652173913,11.04347826,4.732695148,212.8204082,7.761706782,2.771198969,3.217391304,18.26086957,-1.626227316,-144.5677988,8.510151938,5.161069536
NA_1102,0.774027056,-3.285807253,1008.803488,0.002700448,0.032716252,-0.011097061,1.590588402,51.30391751,-124.0980701,168.2550675,10.8226004,2.74453,2.854604748,0.232697354,25.980469,6.476213632,2.22854168,1.431049495,1.55727785,1.414646987,5.347826087,30.56521739,3.58937549,76.8895056,16.05437004,10.6568668,3.652173913,17.47826087,5.843349287,129.4338203,12.01826455,9.212946492,1.695652174,13.08695652,-2.253973797,-52.5443147,4.03610549,1.443920308
SA_1101,3.216356553,7.999484746,1017.718843,0.111952111,0.094773237,0.197892188,1.889301898,-39.25599177,-72.09491465,168.4300234,8.8975296,1.2706701,17.3154813,0.616534052,93.93457,1.793056842,2.228990371,1.977424388,1.127219015,1.972825452,5.782608696,28.26086957,1.588342254,112.6428834,12.132003,3.97662845,3.304347826,12.52173913,4.34234958,150.1975673,9.271623916,2.874024944,2.47826087,15.73913044,-2.754007326,-37.5546839,2.860379084,1.102603506
NA_1066,0.108793977,-7.183945787,1016.12783,-0.288903821,0.056772425,-0.172333462,3.071022672,64.072375,-117.384125,168.751373,3.9235699,3.5227499,9.810729722,0.197859748,13.308594,12.67987986,2.229813296,1.155596961,1.929576981,1.124132176,5.260869565,30.56521739,2.590752754,81.70258467,13.70961792,5.590416962,3.652173913,18.69565217,9.171901381,120.1602273,13.44855571,7.079129615,1.608695652,11.86956522,-6.581148627,-38.45764263,0.26106221,-1.488712653
OC_939,1.360623735,9.085369239,1013.917236,-0.458754197,-0.3311911,-0.380264836,2.915275972,-42.71979048,146.1961881,168.8513344,9.0128698,3.08215,0.545734874,0.55151654,42.691406,3.955159837,2.230068963,1.640396021,1.359469869,1.630340458,5.47826087,28.73913043,2.496164063,75.61835749,13.03140025,3.974530336,2.434782609,9.565217391,5.067562796,170.9174603,7.317166451,2.13777771,3.043478261,19.17391304,-2.571398733,-95.29910281,5.714233799,1.836752626
NA_1075,1.394246471,-3.134440427,1015.215962,-0.244054863,0.093533585,-0.155380144,3.240354899,54.26429088,-94.92947861,169.333427,2.5673399,1.36376,8.526685403,0.135653438,16.685547,10.14850919,2.231299884,1.247618497,1.788447262,1.222340449,6.47826087,34.86956522,3.201799282,56.13179779,17.65633247,8.6411532,3.739130435,15.56521739,9.718500906,123.7763709,13.51981655,7.885412075,2.739130435,19.30434783,-6.516701624,-67.64457311,4.13651592,0.755741125
AS_894,3.373653946,17.30120655,1014.652672,-0.241330063,-0.286227973,-0.194599248,2.362738579,31.11388905,118.9669926,170.2777888,0.355507,0.255431,12.77483062,0.397082526,3,56.75926293,2.233701048,0.602059991,3.710097133,0.477121255,5.826086957,28.91304348,3.766475403,76.74016563,16.78984345,4.192408866,5.217391304,23.30434783,5.098692604,72.28365801,16.32378289,4.249387611,0.608695653,5.60869565,-1.332217201,4.45650762,0.46606056,-0.056978745
NA_1058,0.952389775,-5.317884008,1015.975842,-0.032831324,0.255820032,0.059741965,2.860385946,59.112375,-106.267375,170.4189268,3.66682,1.7189699,16.96743093,0.280062215,4.8115234,35.4189126,2.234058772,0.764289991,2.923051196,0.682282602,5.826086957,33.60869565,3.089955401,77.56055195,16.28894509,7.487172786,3.52173913,15.69565217,10.52925688,99.75887446,13.05227325,7.645144115,2.304347827,17.91304348,-7.439301479,-22.19832251,3.23667184,-0.157971329
AS_1019,0.36562985,5.320392587,961.6377539,-0.361380572,-0.402280285,-0.329010114,2.323266425,46.92894592,87.43143639,171.4737029,1.0861599,0.226925,13.18726091,0.096833165,8,21.43421286,2.236722887,0.954242509,2.343977412,0.903089987,5.869565217,30.69565217,5.027607257,66.03178054,18.33317701,7.636636266,5.173913043,22.86956522,6.809907922,78.29551415,17.18478394,7.174998121,0.695652174,7.82608695,-1.782300665,-12.26373361,1.14839307,0.461638145
NA_1037,2.225747161,1.751827082,1016.209091,-0.171573916,0.112353196,-0.112094224,3.145125024,46.96825,-79.16325,173.4765253,2.1105399,1.53224,2.751069938,0.546319629,105.27344,1.647866027,2.241737004,2.026424739,1.106252288,2.022318815,5.739130435,31.08695652,3.699659073,73.87256729,16.90699522,8.831314379,3.173913043,13.17391304,8.064649296,158.2468452,11.14880837,6.380115218,2.565217392,17.91304348,-4.364990223,-84.37427791,5.75818685,2.451199161
AS_721,2.009849637,27.18612989,1008.168724,0.07261382,0.158469707,0.18106158,2.012902646,33.22143303,73.71434662,174.4631689,1.1617,0.449488,13.6,0.339212644,15,11.63087793,2.244185969,1.204119983,1.863756105,1.176091259,4.913043478,30.17391304,3.073992148,85.91485507,13.81495448,2.82062982,4.782608696,26.26086957,4.693070185,87.69175293,14.81555597,3.128597636,0.130434782,3.91304347,-1.619078037,-1.77689786,-1.00060149,-0.307967816
AS_858,2.659975824,24.74603394,850.9641709,0.169195427,0.299644279,0.307590451,1.891900316,34.073144,72.8953205,175.1884089,0.026701,0.0564905,13.6,0.449019914,8.34668,20.9889931,2.245977334,0.970657374,2.313872427,0.921513764,5.434782609,30.95652174,2.914516242,81.70512893,14.78032526,3.108865738,4.913043478,24.65217391,5.11616502,119.6350069,15.07127935,3.248431706,0.521739131,6.30434783,-2.201648778,-37.92987797,-0.29095409,-0.139565968
EU_1021,2.202524414,6.281988787,1012.02761,-0.264713911,-0.153222446,-0.535761804,3.546371727,61.98531394,30.94300522,176.9333106,6.24368,1.49411,16.73241951,0.281873925,8.999023,19.66139109,2.250257259,0.999957567,2.250352748,0.954195362,5.434782609,30.65217391,3.355426124,89.8225633,15.91531378,7.992127935,4.304347826,21.13043478,6.629917143,110.0186147,14.78212719,6.291924663,1.130434783,9.52173913,-3.274491019,-20.1960514,1.13318659,1.700203272
EU_1000,1.738639293,2.069853962,1009.581062,0.249923683,0.310912124,0.1252858,3.29736735,67.88742967,35.15093101,177.6175068,2.15048,1.89179,3.215173282,0.185086426,5.2939453,33.55106574,2.251924023,0.798922964,2.81869983,0.72377945,5.695652174,31.91304348,3.268614616,71.78436147,16.21662002,10.17060388,3.913043478,18.52173913,6.866549098,108.4783333,13.85661011,7.878666159,1.782608696,13.39130435,-3.597934482,-36.69397183,2.36000991,2.291937721
NA_1018,0.935425068,-0.568111869,1015.89193,-0.240636097,0.567468053,0.039483058,3.726105601,50.97975,-105.201375,177.8312936,0.473333,0.475891,18.34702439,0.251092305,20,8.89156468,2.252443518,1.322219295,1.703532483,1.301029996,5.52173913,30.69565217,5.245482174,78.3532482,17.86112909,10.5691916,2.391304348,9.130434783,7.112803022,169.9964912,8.304827515,5.569395015,3.130434782,21.56521739,-1.867320848,-91.643243,9.556301575,4.999796585
AS_748,2.827807594,8.912796548,1017.743578,-0.089138389,-0.314784868,-0.230674369,2.051108283,40.62929099,125.2726837,179.5260693,1.41679,2.19011,2.083211711,0.526871863,3.6269531,49.4977642,2.256539926,0.665295097,3.391787997,0.55954194,5.260869565,27.65217391,2.589224597,118.6954545,13.65436103,5.096646993,3.826086957,16.13043478,4.959860182,116.4218615,11.60454544,4.501566536,1.434782608,11.52173913,-2.370635585,2.273593,2.04981559,0.595080457
AS_868,3.313295346,16.92922641,1015.733836,-0.102405471,-0.400194318,-0.104044743,1.833219427,31.57579384,119.8165966,182.4198222,0.47569,0.149316,61.30752563,0.345761406,0.99999994,182.4198331,2.263446268,0.301029983,7.519006075,-2.61E-08,6,31.04347826,3.578439796,83.35800395,17.26476835,4.504669052,5.086956522,22.08695652,5.177040023,89.7728951,15.73512937,3.95240009,0.913043478,8.95652174,-1.598600227,-6.41489115,1.52963898,0.552268962
AS_1005,0.944892977,4.595454303,1019.474878,0.191073015,-0.194299913,0.380380191,4.19356761,54.55814724,77.97908147,186.5926645,0.832193,0.303792,20.21006573,0.143546652,0.99999994,186.5926757,2.273215852,0.301029983,7.551459931,-2.61E-08,5.391304348,29.39130435,3.608645535,72.57646182,15.38576984,6.485946726,4.260869565,19.56521739,9.391732034,89.6181677,15.64861928,8.239712435,1.130434783,9.82608696,-5.783086499,-17.04170588,-0.26284944,-1.753765709
OC_851,1.295155339,12.51526295,1016.418438,-0.090729193,0.755038768,0.152767226,3.344786875,-38.17980094,143.4255924,187.5487125,0.55946,0.29412,0.584842024,0.298345517,35,5.358534643,2.275423571,1.556302501,1.46207024,1.544068044,5.608695652,28,2.844159257,84.22230576,15.68508713,4.85718927,1.652173913,6.130434783,3.870945935,274.8188889,5.032225433,1.311040826,3.956521739,21.86956522,-1.026786678,-190.5965831,10.6528617,3.546148444
AF_754,1.568379122,24.720903,851.9705991,-1.028408813,-1.190371044,-1.256723974,3.71289285,-17.46418681,48.53052739,189.1325847,0.878729,0.756286,0.333739101,0.503580848,11.618164,16.27904243,2.279056552,1.100996168,2.069994991,1.065137503,6.260869565,29.30434783,2.263266471,62.05461231,15.00636516,2.686616775,3.782608696,15.30434783,3.190981282,107.7383787,10.18549013,1.812376886,2.478260869,14,-0.927714811,-45.68376639,4.82087503,0.874239889
AS_917,3.091951756,17.0079497,1010.022953,0.013491628,-0.108565291,-0.031496345,2.286817934,31.47307824,118.8754989,189.5175662,0.464575,0.335262,32.79044113,0.264557876,3,63.17252207,2.279935025,0.602059991,3.786890107,0.477121255,6.173913043,31.69565217,3.947985256,83.10746934,18.11605757,4.834282977,4.739130435,20.95652174,5.732962574,92.0660628,15.12288727,3.947164753,1.434782608,10.73913043,-1.784977318,-8.95859346,2.9931703,0.887118224
AF_443,0.496228223,32.60946909,1008.905,-0.820263371,-0.579348019,-1.164902321,4.404341507,13.285,14.577625,189.5871044,0.405206,0.0867336,11.17604278,0.39958642,4,47.3967761,2.280093512,0.698970004,3.262076338,0.602059991,5.173913043,26.82608696,2.576994298,77.4892167,12.99088297,2.000927587,3.565217391,17.69565217,3.696278062,132.8742754,10.19815525,1.745998778,1.608695652,9.13043479,-1.119283764,-55.3850587,2.79272772,0.254928809
SA_490,5.945327937,25.93588438,1003.153267,-0.019792321,-0.029366066,-0.0889286,1.687331097,-7.2883465,-47.70377575,195.0865711,1.58617,0.339725,19.5,0.589785338,18.529297,10.52854683,2.292447852,1.29068661,1.776145994,1.267858943,5.565217391,25.30434783,1.710954959,129.6030538,12.74799218,2.477839407,3.043478261,15.30434783,1.518108247,199.9531227,6.870553787,1.188409366,2.52173913,10,0.192846712,-70.3500689,5.877438393,1.289430041
NA_770,0.353982074,10.51414609,1013.147393,-0.143247368,-0.057859307,-0.058030007,1.251678164,37.06759352,-111.2775281,197.373259,5.1646199,0.460829,14.84268768,0.140891065,40,4.934331475,2.297483128,1.612783857,1.424544968,1.602059991,5.260869565,33.13043478,3.460561987,92.65853096,15.83600559,6.167173911,3.260869565,14.39130435,5.421981249,138.0905797,10.12523662,3.233132068,2,18.73913043,-1.961419262,-45.43204874,5.71076897,2.934041843
AS_907,0.73159456,3.493534245,900.4365663,-0.152303354,0.044184236,0.140702034,3.328732038,43.29060059,116.6347509,197.6376348,0.267179,0.0748402,24.37371216,0.19989962,2,98.8188174,2.298061535,0.477121255,4.816514697,0.301029996,5.652173913,29.47826087,4.631433229,74.7439441,17.41203911,7.606318112,3.47826087,14.43478261,7.529059451,108.4392857,12.08156507,5.181270403,2.173913043,15.04347826,-2.897626222,-33.6953416,5.33047404,2.425047709
AF_936,0.223666706,27.35129205,1013.638376,-0.419667231,-0.467962375,-0.707973398,4.186414531,30.31123019,32.41159281,199.6829218,1.36722,0.692985,5.81197732,0.203127139,16.618164,12.01594363,2.302510415,1.245960648,1.847980045,1.220583041,5.913043478,27.95652174,2.253460811,86.33688377,13.81387207,2.444406252,4.130434783,18.56521739,5.757417884,106.6408903,13.01218311,2.600353416,1.782608695,9.39130435,-3.503957073,-20.30400653,0.80168896,-0.155947164
